login_form,links_in_tags,iframe,popup_window,safe_anchor,onmouseover,right_clic,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,embedded_domain,having_ip_address,no_of_dots,no_of_sensitive_words,out_of_position_tld,https_token,url_length,tinyURL,prefixSuffix,count_special_chars,status
0,33.33333333,0,0,0.0,0,0,0,2976,8346,1,0,1,10,-1,1,2,0,1,1,113,-1,-1,13,phishing
0,78.57142857,0,0,0.0,0,0,0,989,7410,9624,0,0,5,1,1,3,0,1,-1,61,-1,-1,11,legitimate
0,100.0,0,0,100.0,0,0,0,25,3993,5707171,0,1,0,1,1,4,1,-1,1,78,-1,1,11,phishing
0,0.0,0,0,0.0,0,0,0,170,560,0,0,1,2,-1,1,2,0,1,1,28,-1,1,7,phishing
0,64.0,0,0,60.0,0,0,0,586,7448,0,0,0,8,1,1,2,0,1,1,43,-1,-1,6,legitimate
0,84.21052632,0,0,73.58490566,0,0,0,48,1778,0,0,0,1,1,1,2,0,1,1,26,-1,-1,6,legitimate
0,92.85714286,0,0,70.0,0,0,0,991,4486,2873,0,0,5,1,1,2,0,1,-1,53,-1,-1,10,legitimate
0,0.0,0,0,0.0,0,0,1,0,-1,641733,0,1,2,1,1,2,0,1,1,55,-1,-1,9,phishing
0,0.0,0,0,0.0,0,0,1,0,-1,0,1,1,0,-1,-1,3,0,1,-1,69,-1,-1,10,phishing
0,16.66666667,0,0,88.88888889,0,0,0,1275,6760,3677,0,1,6,1,1,2,0,1,1,113,-1,-1,14,legitimate
0,0.0,0,0,40.0,0,0,0,372,7297,5358359,0,0,5,1,1,2,0,1,-1,32,1,-1,6,legitimate
0,100.0,0,0,65.21739129999999,0,0,0,293,8474,1433876,0,0,4,-1,1,2,0,1,-1,72,-1,-1,15,legitimate
0,85.71428571,0,0,66.66666667,0,0,0,735,9309,6098,0,0,5,-1,1,2,0,1,1,77,-1,-1,10,legitimate
0,0.0,0,0,0.0,0,0,0,254,4129,0,0,1,2,1,1,3,0,1,-1,37,-1,-1,7,phishing
0,75.0,0,0,0.0,0,0,0,137,229,4236883,0,0,0,1,1,3,0,1,1,99,1,-1,11,phishing
0,100.0,0,0,100.0,0,0,0,941,3442,366193,0,0,6,1,1,1,0,1,-1,46,-1,-1,7,legitimate
0,0.0,0,0,0.0,0,0,1,0,-1,77586,0,1,1,-1,1,2,0,1,-1,31,-1,1,7,phishing
0,0.0,0,0,33.33333333,0,0,0,47,863,0,0,0,2,-1,1,2,0,1,-1,27,-1,-1,6,legitimate
0,71.42857143,0,0,100.0,0,0,0,110,255,0,0,1,0,1,1,5,0,1,1,101,-1,-1,13,phishing
0,97.5,0,0,88.0,0,0,0,112,254,0,0,1,0,-1,1,3,0,1,-1,100,-1,-1,13,phishing
0,50.0,0,0,39.13043478,0,0,0,74,7597,177763,0,1,5,1,1,2,0,1,1,76,-1,-1,12,legitimate
0,0.0,0,0,100.0,0,0,1,0,-1,0,1,0,0,-1,-1,4,1,1,-1,196,-1,-1,17,phishing
1,100.0,0,0,0.0,0,0,0,0,-1,0,0,0,3,-1,1,2,0,1,1,20,-1,1,7,legitimate
0,0.0,0,0,0.0,0,0,0,71,295,0,0,1,0,1,1,1,0,1,-1,26,-1,-1,4,phishing
0,72.0,0,0,0.0,0,0,0,50,7621,56198,0,1,6,1,1,2,0,1,-1,34,1,-1,5,phishing
0,0.0,0,0,25.0,0,0,0,373,7296,0,0,1,5,-1,1,2,0,1,1,42,1,-1,6,phishing
0,0.0,0,0,0.0,0,0,0,588,7446,383,0,0,8,-1,1,4,0,1,1,74,-1,-1,13,legitimate
0,65.21739129999999,0,0,0.0,0,0,0,205,5638,2,0,0,10,1,1,2,0,1,1,43,-1,-1,8,legitimate
0,100.0,0,0,100.0,0,0,0,25,3992,5697976,0,1,0,1,1,4,1,-1,-1,68,-1,-1,9,phishing
0,0.0,0,0,0.0,0,0,0,356,2201,533532,0,1,1,1,1,5,0,1,-1,45,-1,-1,9,phishing
0,75.0,0,0,93.58974359,0,0,0,1417,5887,184,0,0,6,-1,1,2,0,1,-1,50,-1,-1,12,legitimate
0,5.263157895,0,0,5.405405405,0,0,1,0,-1,0,1,1,0,-1,-1,3,1,1,-1,28,-1,-1,8,phishing
0,100.0,0,0,86.09077599,0,0,0,901,7134,12,0,0,7,-1,1,2,0,1,1,50,-1,-1,9,legitimate
0,100.0,0,0,100.0,0,0,0,25,3992,5697976,0,1,0,1,1,4,1,-1,-1,126,-1,1,18,phishing
1,0.0,0,0,33.33333333,0,0,0,106,1355,686549,0,1,1,-1,1,3,1,1,1,59,-1,1,10,phishing
0,0.0,0,0,0.0,0,0,0,262,-1,63164,0,1,2,-1,1,2,0,1,1,34,-1,1,6,phishing
0,100.0,0,0,90.66666667,0,0,0,509,6431,623,0,0,5,1,1,2,0,1,1,41,-1,-1,7,legitimate
0,100.0,0,0,100.0,0,0,0,25,3993,5707171,0,1,0,1,1,4,1,-1,-1,118,-1,-1,17,phishing
0,0.0,0,0,0.0,0,0,0,340,5868,0,0,1,0,-1,1,1,0,1,-1,32,-1,-1,7,phishing
0,66.66666667,0,0,72.97297297,0,0,1,0,5322,189061,0,0,4,-1,1,3,0,-1,1,26,-1,-1,7,legitimate
0,0.0,0,0,0.0,0,0,0,84,4665,0,0,0,1,1,1,2,0,1,-1,25,-1,1,7,legitimate
0,66.66666667,0,0,97.4025974,0,0,0,35,2887,485854,0,0,1,1,1,2,0,1,-1,76,-1,-1,14,legitimate
1,0.0,0,0,0.0,0,0,0,333,-1,24,0,0,9,-1,1,4,0,1,-1,103,-1,-1,23,phishing
0,15.38461538,0,0,34.782608700000004,0,0,1,0,-1,525334,0,0,3,-1,1,2,0,-1,-1,24,1,-1,5,legitimate
0,66.66666667,0,0,0.0,0,0,0,358,-2,207273,0,0,3,-1,1,2,0,1,1,26,-1,-1,6,legitimate
1,90.90909091,0,0,52.0,0,0,0,160,1301,0,0,1,0,-1,1,5,0,1,-1,93,-1,-1,13,phishing
0,0.0,0,0,0.0,0,0,1,0,7857,46701,0,1,4,-1,1,4,0,1,1,86,-1,1,19,phishing
0,50.0,0,0,0.0,0,0,0,139,4609,0,0,1,3,1,1,2,0,1,-1,97,-1,-1,15,phishing
0,83.33333333,0,0,33.33333333,0,0,0,2196,5839,3090165,0,0,2,1,1,3,0,1,-1,57,-1,-1,9,legitimate
0,100.0,0,0,100.0,0,0,0,0,-1,0,0,1,0,-1,1,2,0,1,1,45,-1,-1,8,phishing
1,83.33333333,0,0,12.71186441,0,0,0,175,5669,0,0,1,0,1,1,2,0,1,-1,45,-1,-1,7,phishing
0,66.66666667,0,0,30.0,0,0,0,70,4678,0,0,0,4,1,1,2,0,1,-1,24,-1,-1,6,legitimate
0,100.0,0,0,70.0,0,0,0,0,12430,1858,0,1,5,-1,1,2,0,1,1,34,-1,-1,8,legitimate
0,20.0,0,0,100.0,0,0,0,235,2687,186822,0,0,4,1,1,3,0,1,-1,53,-1,-1,8,legitimate
0,75.0,0,0,33.33333333,0,0,0,291,5644,0,0,0,2,1,1,2,0,1,-1,34,-1,-1,6,legitimate
0,57.14285714,0,0,25.0,0,0,0,341,3312,228043,0,0,4,-1,1,2,0,1,1,75,-1,-1,13,legitimate
0,66.66666667,0,0,57.89473684,0,0,0,1676,9283,154918,0,0,5,-1,1,2,0,1,-1,50,-1,-1,12,legitimate
0,100.0,0,0,0.0,0,0,0,122,1338,22211,0,1,6,-1,1,2,0,1,1,42,-1,-1,6,phishing
0,100.0,0,0,0.0,0,0,0,873,7528,0,0,1,0,-1,1,3,1,1,-1,56,-1,-1,10,phishing
0,90.0,0,0,27.77777778,0,0,0,278,11046,545,0,0,6,-1,1,3,0,1,-1,70,-1,-1,12,legitimate
0,66.66666667,0,0,0.0,0,0,0,210,12209,50,0,1,8,1,1,2,0,1,1,64,-1,-1,12,legitimate
0,90.0,0,0,20.0,0,0,0,3334,5067,595,0,0,6,-1,1,2,0,1,1,84,-1,-1,16,legitimate
0,92.30769231,0,0,58.33333333,0,0,0,271,3382,4463841,0,0,4,1,1,2,0,1,1,33,-1,1,7,legitimate
0,33.33333333,0,0,0.0,0,0,0,350,6590,30,0,1,4,1,1,5,1,1,1,547,1,-1,67,legitimate
0,0.0,0,0,100.0,0,0,0,217,5627,0,0,1,5,1,1,4,0,1,-1,54,1,-1,8,phishing
0,100.0,0,0,100.0,0,0,0,305,2617,5219,0,1,4,1,1,2,0,1,-1,74,-1,-1,14,legitimate
1,25.0,0,0,3.012048193,0,0,0,0,-1,0,0,0,2,-1,1,2,0,1,-1,28,-1,1,7,legitimate
0,60.0,0,0,0.0,0,0,0,326,1134,3201555,0,0,1,1,1,3,0,1,1,59,-1,1,9,phishing
0,66.66666667,0,0,0.0,0,0,0,342,1849,348199,0,0,1,1,1,3,0,1,-1,40,-1,-1,7,legitimate
0,96.15384615,0,0,58.62068966,0,0,0,447,8317,644,0,1,5,-1,1,3,0,1,1,31,-1,-1,7,legitimate
1,64.70588235,0,0,14.28571429,0,0,0,261,834,2151511,0,1,1,1,1,6,0,1,-1,250,-1,-1,15,phishing
0,66.66666667,0,0,0.0,0,0,1,0,-1,1768405,0,1,2,-1,1,4,0,-1,1,158,-1,-1,18,phishing
0,100.0,0,0,100.0,0,0,0,0,-1,0,0,1,0,-1,1,2,0,-1,-1,42,-1,-1,9,phishing
0,100.0,0,0,100.0,0,0,0,25,3992,5697976,0,1,0,1,1,4,1,-1,-1,126,-1,1,18,phishing
0,92.0,0,0,61.9047619,0,0,0,0,12471,5469,0,0,5,-1,1,2,0,1,-1,56,-1,-1,8,legitimate
0,0.0,0,0,0.0,0,0,0,2974,8348,1,0,1,10,1,1,2,0,1,1,70,-1,-1,9,phishing
0,100.0,0,0,63.80952381,0,0,0,905,7129,12,0,0,7,-1,1,2,0,1,1,43,-1,-1,8,legitimate
0,50.0,0,0,100.0,0,0,0,236,3050,2259972,0,0,2,1,1,2,0,1,-1,39,-1,-1,7,legitimate
0,0.0,0,0,14.28571429,0,0,0,373,7296,0,0,1,5,-1,1,2,0,1,1,30,1,1,7,phishing
0,75.0,0,0,36.36363636,0,0,0,0,-1,8607,0,0,7,1,1,2,0,1,1,61,-1,-1,10,legitimate
0,44.0,0,0,50.0,0,0,0,72,6137,28049,0,0,5,-1,1,3,0,1,-1,58,-1,-1,12,legitimate
0,100.0,0,0,100.0,0,0,0,25,3992,5697976,0,1,0,1,1,5,1,-1,-1,131,-1,1,20,phishing
0,0.0,0,0,8.333333332999999,0,0,0,225,140,0,0,1,0,1,1,3,0,1,1,53,-1,-1,8,phishing
0,0.0,0,0,0.0,0,0,0,355,7681,166058,0,1,4,-1,1,3,0,1,1,102,-1,-1,15,phishing
0,0.0,0,0,0.0,0,0,1,0,2460,0,0,0,0,1,1,2,1,1,1,101,-1,1,14,phishing
0,0.0,0,0,0.0,0,0,0,158,9338,21,0,0,5,1,1,2,0,1,1,132,-1,-1,22,phishing
0,100.0,0,0,7.142857143,0,0,0,668,8569,22658,0,1,5,1,1,2,0,1,-1,52,-1,-1,8,legitimate
0,0.0,0,0,0.0,0,0,1,0,63,0,0,1,0,-1,1,5,0,1,1,121,-1,-1,20,phishing
0,80.0,0,0,100.0,0,0,1,0,-1,0,0,1,2,1,1,3,0,1,-1,45,-1,-1,9,phishing
0,0.0,0,0,14.28571429,0,0,0,374,7295,0,0,1,5,-1,1,2,0,1,-1,31,1,-1,5,phishing
0,0.0,0,0,0.0,0,0,0,2430,1953,4365,0,1,3,-1,1,2,0,1,1,52,-1,-1,8,phishing
0,100.0,0,0,0.0,0,0,0,304,427,0,0,0,0,-1,1,1,0,1,1,16,-1,-1,4,phishing
1,25.0,0,0,33.33333333,0,0,0,215,8184,5235015,0,0,3,-1,1,2,0,1,1,25,-1,-1,6,legitimate
0,100.0,0,0,100.0,0,0,0,24,3993,5707171,0,1,0,1,1,4,1,-1,-1,115,-1,-1,16,phishing
1,76.47058824,0,0,93.7007874,0,0,0,994,-1,582076,0,0,3,1,1,2,0,1,1,35,-1,1,8,legitimate
0,50.0,0,0,0.0,0,0,0,140,4609,0,0,1,3,1,1,3,0,1,-1,111,1,-1,17,phishing
0,60.0,0,0,0.0,0,0,0,50,4698,0,0,1,0,-1,1,1,0,1,1,33,-1,-1,7,phishing
0,100.0,0,0,0.0,0,0,1,0,-1,0,0,1,0,-1,1,4,1,-1,-1,105,-1,-1,13,phishing
0,10.0,0,0,63.63636364,0,0,0,259,3393,0,0,0,3,-1,1,2,0,1,-1,26,-1,-1,6,legitimate
0,84.21052632,0,0,100.0,0,0,0,0,-1,66005,0,0,4,1,1,6,0,-1,1,51,-1,-1,10,phishing
0,40.0,0,0,66.66666667,0,0,0,263,4851,0,0,0,3,1,1,3,0,1,-1,62,-1,-1,8,legitimate
1,83.33333333,0,0,93.93939394,0,0,0,116,7188,22333,0,0,4,-1,1,3,0,1,-1,54,-1,-1,7,legitimate
0,57.14285714,0,0,100.0,0,0,0,1931,7199,2243,0,0,5,-1,1,3,0,1,-1,55,-1,-1,9,legitimate
0,0.0,0,0,0.0,0,0,0,78,287,0,0,1,0,1,1,3,0,1,-1,53,-1,-1,11,legitimate
0,72.30769231,0,0,22.22222222,0,0,0,47,5797,1518,0,1,7,-1,1,1,0,1,-1,79,-1,-1,16,legitimate
0,75.0,0,0,0.0,0,0,1,0,-1,3865872,0,0,2,-1,1,3,0,-1,1,23,1,-1,7,legitimate
0,100.0,0,0,100.0,0,0,0,25,3992,5697976,0,1,0,1,1,4,1,-1,-1,118,-1,-1,17,phishing
0,100.0,0,0,73.89937107,0,0,0,902,7133,12,0,0,7,-1,1,2,0,1,1,46,-1,-1,9,legitimate
0,8.333333332999999,0,0,3.370786517,0,0,0,291,4456,0,0,1,1,1,1,2,0,1,-1,64,-1,-1,12,phishing
0,100.0,0,0,20.0,0,0,0,232,5976,0,0,0,2,1,1,2,0,1,-1,32,-1,-1,6,legitimate
0,100.0,0,0,100.0,0,0,0,923,6381,0,0,1,3,-1,1,1,0,1,-1,40,-1,-1,8,phishing
0,0.0,0,0,0.0,0,0,0,208,158,0,0,1,0,1,1,2,0,1,-1,22,-1,-1,5,phishing
0,100.0,0,0,0.0,0,0,0,267,98,0,0,1,0,-1,1,1,0,1,1,82,-1,-1,15,phishing
0,91.66666667,0,0,0.0,0,0,0,3527,5968,88539,0,0,5,-1,1,2,0,1,1,36,-1,-1,6,legitimate
1,20.0,0,0,100.0,0,0,0,228,5615,0,0,0,5,1,1,4,1,1,-1,47,1,1,10,phishing
0,84.61538462,0,0,26.66666667,0,0,0,50,5064,53952,0,0,4,-1,1,2,0,1,1,26,-1,-1,6,legitimate
0,0.0,0,0,25.0,0,0,0,228,5616,0,0,1,5,-1,1,5,0,1,1,66,1,-1,11,phishing
0,46.15384615,0,0,20.0,0,0,0,231,134,0,0,1,0,-1,1,5,0,1,1,107,-1,-1,13,phishing
0,0.0,0,0,0.0,0,0,0,42,3610,0,0,1,1,-1,1,1,0,1,-1,64,-1,-1,12,phishing
1,0.0,0,0,0.0,0,0,0,575,155,0,0,1,0,1,1,3,0,1,-1,80,-1,-1,14,phishing
0,66.66666667,0,0,100.0,0,0,0,213,-1,882317,0,1,0,-1,1,3,0,1,1,38,-1,-1,8,phishing
0,100.0,0,0,76.92307692,0,0,1,0,1604,1823977,0,0,1,1,1,1,0,1,-1,22,-1,-1,4,legitimate
0,0.0,0,0,0.0,0,0,0,136,-1,0,0,1,3,-1,1,3,0,-1,-1,60,-1,-1,12,phishing
0,62.74509804,0,0,16.66666667,0,0,0,588,7447,0,0,0,8,1,1,2,0,1,1,34,-1,-1,6,legitimate
0,20.0,0,0,100.0,0,0,0,414,7986,7423,0,0,5,1,1,2,0,1,-1,33,-1,-1,7,legitimate
0,81.81818182,0,0,0.0,0,0,0,96,6844,1863827,1,1,0,1,1,2,0,1,-1,35,-1,-1,6,phishing
0,80.0,0,0,43.90243902,0,0,0,215,1976,3699651,0,0,4,-1,1,2,0,1,-1,69,-1,-1,14,legitimate
0,50.0,0,0,50.0,0,0,0,169,5634,101301,0,0,4,-1,1,2,0,1,-1,29,-1,-1,6,legitimate
0,100.0,0,0,100.0,0,0,0,25,3993,5707171,0,1,0,1,1,4,1,-1,-1,126,-1,1,18,phishing
0,100.0,0,0,66.66666667,0,0,0,300,1526,2521041,0,0,3,-1,1,3,0,1,-1,26,-1,-1,7,legitimate
0,0.0,0,0,0.0,0,0,0,658,4089,0,0,1,4,-1,1,2,2,1,-1,114,-1,1,15,phishing
0,100.0,0,0,54.90196078,0,0,0,904,7131,12,0,0,7,-1,1,2,0,1,1,40,-1,-1,8,legitimate
0,100.0,0,0,100.0,0,0,0,0,-1,0,0,1,0,-1,1,2,0,1,1,45,-1,-1,8,phishing
0,50.0,0,0,84.09090909,0,0,0,130,7618,2192,0,1,5,-1,1,2,0,1,-1,100,1,-1,15,legitimate
0,0.0,0,0,0.0,0,0,0,381,8019,0,0,1,4,1,1,2,0,1,1,141,1,1,18,phishing
0,0.0,0,0,0.0,0,0,0,246,5233,10313348,0,1,3,1,1,1,0,1,-1,73,-1,-1,9,phishing
0,100.0,0,0,0.0,0,0,0,264,101,0,0,1,0,1,1,2,1,1,1,121,-1,1,16,phishing
0,75.0,0,0,33.33333333,0,0,1,207,-1,4055114,0,0,3,-1,1,2,0,1,1,28,-1,-1,6,legitimate
0,90.0,0,0,14.70588235,0,0,0,275,11049,546,0,0,6,-1,1,3,0,1,-1,62,-1,-1,10,legitimate
0,100.0,0,0,93.33333333,0,0,0,2073,5595,61492,0,0,4,-1,1,3,0,1,-1,59,-1,1,12,legitimate
0,100.0,0,0,14.28571429,0,0,0,149,7521,306900,0,0,5,-1,1,3,0,1,-1,48,-1,-1,9,legitimate
0,57.14285714,0,0,25.0,0,0,0,1454,6581,16774,0,0,4,1,1,2,0,1,1,58,-1,1,10,legitimate
0,27.27272727,0,0,0.0,0,0,0,290,806,45133,0,1,1,-1,1,2,0,1,1,22,-1,-1,6,phishing
0,100.0,0,0,0.0,0,0,0,727,-1,0,0,1,0,-1,1,3,0,1,1,54,-1,-1,9,phishing
1,63.63636364,0,0,94.59459459,0,0,0,48,2874,8543,0,0,3,1,1,1,0,1,-1,40,-1,-1,8,legitimate
0,3.296703297,0,0,50.0,0,0,0,504,6070,413,0,0,8,-1,1,2,0,1,1,54,-1,-1,11,legitimate
0,100.0,0,0,100.0,0,0,0,25,3993,5707171,0,1,0,1,1,4,1,-1,-1,126,-1,1,18,phishing
0,100.0,0,0,100.0,0,0,0,25,3993,5707171,0,1,0,1,1,5,1,-1,-1,130,-1,1,19,phishing
0,0.0,0,0,75.0,0,0,0,163,933,249971,0,0,3,1,1,2,0,1,1,30,-1,-1,6,phishing
0,87.5,0,0,0.0,0,0,0,301,3716,0,0,1,0,-1,1,2,0,1,-1,53,-1,-1,12,phishing
0,0.0,0,0,0.0,0,0,0,218,2703,0,0,1,0,1,1,2,0,1,-1,56,-1,-1,7,phishing
0,0.0,0,0,66.66666667,0,0,0,16,6923,466083,0,0,5,1,1,4,0,1,-1,61,-1,-1,11,legitimate
0,6.25,0,0,0.0,0,0,0,168,1658,2580873,0,1,0,1,1,3,0,1,-1,126,-1,1,15,phishing
0,0.0,0,0,0.0,0,0,0,61,304,0,0,1,0,1,1,1,0,1,-1,69,-1,-1,11,phishing
1,0.0,0,0,86.04651163,0,0,0,0,12031,101986,0,0,4,-1,1,3,0,1,-1,50,-1,-1,9,legitimate
0,0.0,0,0,33.33333333,0,0,0,81,-1,0,0,1,0,-1,1,3,0,-1,-1,45,-1,-1,9,phishing
0,44.44444444,0,0,100.0,0,0,0,382,8018,0,0,1,4,1,1,3,0,1,1,289,1,1,35,phishing
0,0.0,0,0,0.0,0,0,0,80,2110,0,0,1,0,-1,1,2,0,1,-1,45,-1,1,10,phishing
0,33.33333333,0,0,0.0,0,0,0,80,1016,0,0,0,0,-1,1,2,0,1,-1,23,-1,-1,6,legitimate
0,0.0,0,0,0.0,0,0,0,629,467,0,0,0,1,1,1,3,0,1,-1,50,-1,1,9,phishing
0,75.0,0,0,100.0,0,0,1,0,-1,0,1,1,0,-1,-1,9,0,1,-1,464,-1,-1,37,phishing
0,91.66666667,0,0,37.5,0,0,0,85,6124,23415,0,1,5,1,1,2,0,1,1,31,-1,-1,6,legitimate
0,100.0,0,0,0.0,0,0,0,281,84,0,0,1,0,1,1,2,0,1,1,106,-1,1,17,phishing
0,0.0,0,1,0.0,0,0,0,3110,6752,2307,0,1,8,-1,1,1,0,1,1,84,1,-1,6,phishing
0,100.0,0,0,100.0,0,0,0,25,3993,5707171,0,1,0,1,1,4,1,-1,-1,68,-1,-1,9,phishing
1,18.18181818,0,0,100.0,0,0,0,82,2840,0,0,1,2,1,1,2,0,1,1,33,-1,-1,6,phishing
0,80.0,0,0,0.0,0,0,0,196,5648,83810,0,0,5,1,1,2,0,1,-1,39,-1,1,8,legitimate
0,86.66666667,0,0,97.26027397,0,0,0,146,584,0,0,0,2,1,1,1,0,1,-1,19,-1,-1,4,legitimate
0,100.0,0,0,100.0,0,0,0,0,-1,0,0,1,0,-1,1,3,0,-1,-1,54,-1,-1,11,phishing
0,100.0,0,0,25.0,0,0,0,293,4821,209223,0,1,4,-1,1,2,0,1,-1,35,1,-1,6,legitimate
0,47.36842105,0,0,70.96774194,0,0,0,132,7616,2190,0,0,5,-1,1,2,0,1,-1,46,1,-1,8,legitimate
0,62.5,0,0,42.10526316,0,0,0,3045,5720,3196,0,1,7,1,1,2,0,1,-1,67,-1,-1,12,legitimate
0,44.44444444,0,0,100.0,0,0,0,90,3562,0,0,1,0,1,1,2,0,1,-1,57,-1,-1,8,phishing
0,30.0,0,0,9.523809524,0,0,0,137,6073,14284,0,0,5,1,1,2,0,1,-1,45,-1,1,9,legitimate
0,100.0,0,0,0.0,0,0,0,352,13,0,0,1,0,-1,1,1,0,1,-1,29,-1,-1,5,phishing
0,17.24137931,0,0,76.47058824,0,0,0,55,-1,256371,0,0,3,-1,1,3,0,-1,1,29,-1,-1,7,legitimate
0,50.0,0,0,28.57142857,0,0,0,269,4478,625153,0,0,5,1,1,3,0,1,-1,59,1,1,12,legitimate
0,75.0,0,0,0.0,0,0,0,636,5208,24006,0,1,4,-1,1,2,0,1,1,30,1,-1,5,phishing
0,0.0,0,0,0.0,0,0,0,0,4732,175291,0,0,2,-1,1,2,0,-1,-1,21,-1,1,6,legitimate
0,0.0,0,0,0.0,0,0,0,952,7083,17964,0,1,3,1,1,2,0,1,-1,40,-1,-1,6,phishing
0,0.0,0,0,0.0,0,0,0,113,4270,0,0,1,0,1,1,1,0,1,-1,41,-1,-1,7,phishing
0,50.0,0,0,0.0,0,0,0,140,4609,0,0,1,3,1,1,4,0,1,-1,107,-1,-1,18,phishing
0,100.0,0,0,60.0,0,0,0,42,5801,0,0,1,1,1,1,7,1,-1,1,62,-1,-1,11,phishing
0,100.0,0,0,69.23076923,0,0,0,902,7133,12,0,0,7,-1,1,2,0,1,1,34,-1,-1,7,legitimate
0,66.66666667,0,0,0.0,0,0,0,68,1392,381995,0,0,2,1,1,2,0,1,1,28,-1,-1,6,legitimate
0,76.92307692,0,0,33.33333333,0,0,0,0,-1,0,0,0,2,1,1,2,0,1,1,32,-1,-1,6,legitimate
0,46.26865672,0,0,13.95348837,0,0,0,196,8205,441148,0,0,4,-1,1,3,0,1,1,27,-1,-1,7,legitimate
0,0.0,0,0,25.0,0,0,0,228,5616,0,0,1,5,-1,1,4,0,1,-1,41,1,-1,8,phishing
0,100.0,0,0,80.76923077,0,0,0,159,7534,757720,0,0,5,-1,1,2,0,1,-1,40,-1,1,8,legitimate
0,0.0,0,0,0.0,0,0,0,142,-1,0,0,1,0,1,1,5,1,1,-1,55,-1,-1,9,phishing
0,0.0,0,0,0.0,0,0,0,44,3608,0,0,1,0,1,1,2,0,1,-1,35,-1,1,7,phishing
0,87.5,0,0,20.0,0,0,0,239,8161,0,0,0,4,1,1,2,0,1,-1,28,-1,-1,6,legitimate
0,0.0,0,0,0.0,0,0,0,1103,7296,8596669,0,1,4,1,1,3,0,1,-1,79,-1,-1,11,legitimate
0,71.42857143,0,0,60.0,0,0,0,67,5047,379,0,0,5,1,1,3,0,1,-1,58,1,-1,9,legitimate
0,100.0,0,0,0.0,0,0,0,326,4091,7776219,0,1,0,1,1,4,0,1,-1,152,-1,-1,10,phishing
0,75.0,0,0,46.15384615,0,0,0,624,2297,0,0,0,3,1,1,2,0,1,1,26,-1,-1,6,legitimate
0,95.0,0,0,0.0,0,0,1,0,3256,4591292,0,1,1,-1,1,3,2,1,1,57,-1,-1,9,phishing
0,100.0,0,0,100.0,0,0,0,0,-1,0,0,1,0,1,1,4,1,-1,-1,45,-1,-1,8,phishing
0,0.0,0,0,76.0,0,0,0,250,5594,7023,0,0,5,-1,1,2,0,1,-1,63,-1,-1,9,legitimate
0,0.0,0,0,0.0,0,0,0,644,1546,4669,0,1,2,1,1,3,0,1,-1,65,-1,1,11,phishing
0,20.0,0,0,58.33333333,0,0,0,347,1845,10607254,0,0,0,-1,1,3,0,1,1,30,-1,-1,7,phishing
0,100.0,0,0,95.23809524,0,0,0,450,7585,982,0,0,5,1,1,2,0,1,-1,33,-1,-1,6,legitimate
0,50.0,0,0,0.0,0,0,0,180,7491,63,0,0,10,-1,1,1,0,1,1,35,-1,-1,5,legitimate
0,78.94736842,0,0,100.0,0,0,0,222,-1,624111,0,0,2,1,1,2,0,1,1,32,1,-1,6,legitimate
1,11.11111111,0,0,50.0,0,0,0,274,6301,0,0,1,3,-1,1,2,0,1,-1,79,-1,-1,13,phishing
0,70.58823529,0,0,100.0,0,0,0,1008,8488,3147,0,0,5,-1,1,3,0,1,-1,46,-1,-1,9,legitimate
0,100.0,0,0,100.0,0,0,0,86,1375,0,0,1,0,-1,1,2,0,1,-1,34,1,-1,9,phishing
0,100.0,0,0,57.14285714,0,0,0,150,8614,98840,0,0,5,1,1,2,0,1,-1,55,-1,-1,11,legitimate
0,0.0,0,0,14.28571429,0,0,0,374,7295,0,0,1,5,-1,1,2,0,1,-1,35,1,-1,5,phishing
0,92.30769231,0,0,20.0,0,0,0,0,-1,0,0,0,2,1,1,3,0,-1,-1,35,-1,-1,7,legitimate
0,100.0,0,0,0.0,0,0,0,353,11,0,0,1,0,1,1,2,0,1,-1,70,-1,1,10,phishing
0,0.0,0,0,0.0,0,0,0,360,2561,0,0,1,0,-1,1,5,0,1,-1,67,-1,-1,10,phishing
0,100.0,0,0,0.0,0,0,0,119,977,0,0,1,0,-1,1,2,0,1,-1,84,-1,-1,17,phishing
0,100.0,0,0,37.5,0,0,0,750,10572,2097,0,0,7,1,1,2,0,1,-1,91,-1,-1,14,legitimate
0,0.0,0,0,0.0,0,0,0,1212,7553,0,0,1,0,1,1,2,0,1,-1,52,-1,-1,7,phishing
0,0.0,0,0,0.0,0,0,0,303,-1,0,0,1,0,1,1,4,0,-1,-1,85,-1,-1,9,phishing
0,97.5,0,0,50.0,0,0,0,65,3952,3862928,0,0,4,1,1,2,0,1,1,59,-1,-1,9,legitimate
0,0.0,0,0,0.0,0,0,0,35,2521,632001,0,1,7,-1,1,1,0,1,1,57,-1,-1,10,phishing
0,100.0,0,0,100.0,0,0,0,25,3993,5707171,0,1,0,1,1,5,1,-1,-1,128,-1,1,19,phishing
0,0.0,0,0,0.0,0,0,1,0,4278,0,0,1,3,-1,1,1,0,1,-1,43,-1,-1,7,phishing
1,80.0,0,0,0.0,0,0,0,0,-1,0,0,0,2,1,1,2,0,1,1,29,-1,-1,6,legitimate
0,100.0,0,0,0.0,0,0,0,246,5963,0,0,1,0,-1,1,4,1,1,-1,156,-1,-1,19,phishing
